case_id,amount,payment_method,failure_type,checkout_intent_score,customer_tenure_days,previous_transactions,previous_failures,previous_recoveries,days_since_failure,retry_count,messages_sent,opted_out,historical_success_rate,prior_recovery_rate,high_value,customer_history_strength,recovered
RC0017377,8471.34,upi,expired_instrument,0.5678,953,11,1,3,13,1,3,0,0.9644980698450862,0.9257411595901406,0,0.669141894960796,0
RC0017378,19399.56,card,unknown,0.5203,416,10,0,4,8,2,3,0,1.0,0.8610967580556055,1,0.6457112531348923,0
RC0017379,2695.55,upi,temporary_bank_error,0.7792,31,6,2,1,1,3,3,0,0.6284115624318237,0.11569307435999214,0,0.5239995654055677,0
RC0017380,564.41,upi,unknown,0.5167,470,5,3,0,3,0,2,0,0.07273234827229791,0.04720955951100574,0,0.4824894837218527,0
RC0017381,2604.56,card,insufficient_funds,0.9392,403,12,1,4,6,0,3,0,0.7474942541746731,0.8750021551213505,0,0.6906959960353908,1
RC0017382,6989.54,wallet,timeout,0.6527,660,8,2,2,2,1,3,0,0.5606832713632818,0.39924322974238724,0,0.5916741449658187,0
RC0017383,1535.36,card,temporary_bank_error,0.6502,417,6,1,0,10,3,1,0,0.7759292262444166,0.0,0,0.5239995654055677,1
RC0017384,4368.54,upi,expired_instrument,0.3117,218,5,0,3,11,1,0,0,1.0,0.7771529347369359,0,0.4824894837218527,0
RC0017385,881.72,upi,insufficient_funds,0.4206,941,10,0,1,14,3,0,0,1.0,1.0,0,0.6457112531348923,0
RC0017386,2470.17,wallet,temporary_bank_error,0.8048,601,12,2,3,5,3,0,0,0.7735803574285426,0.5456951076785648,0,0.6906959960353908,1
RC0017387,216.89,upi,timeout,0.6056,709,9,2,1,12,1,3,0,0.720632562081702,0.0,0,0.6200458888731157,0
RC0017388,802.52,netbanking,authentication_failure,0.8702,643,6,0,5,12,3,0,0,1.0,0.8656459400444341,0,0.5239995654055677,1
RC0017389,1790.66,card,insufficient_funds,0.4722,1462,12,2,3,1,3,1,0,0.9683098780594598,0.4486746043803526,0,0.6906959960353908,0
RC0017390,1321.72,wallet,temporary_bank_error,0.6615,700,4,2,2,2,2,0,0,0.23865074551414456,0.19287186772758697,0,0.43339347763417224,1
RC0017391,595.87,card,unknown,0.7334,74,10,1,1,6,1,3,0,0.9770032799703896,0.4329749826959985,0,0.6457112531348923,1
RC0017392,1177.13,netbanking,authentication_failure,0.5069,1492,6,1,5,1,0,3,0,0.9266591986139071,0.7278176203934376,0,0.5239995654055677,0
RC0017393,2382.13,card,unknown,0.5926,1493,8,4,2,11,2,2,0,0.6758007238147896,0.2513383806374679,0,0.5916741449658187,0
RC0017394,1672.79,upi,temporary_bank_error,0.7394,948,12,1,3,1,2,2,0,0.7063226689663918,0.4659744782245232,0,0.6906959960353908,1
RC0017395,1895.69,card,authentication_failure,0.6974,926,8,1,1,6,0,1,0,1.0,0.3320429023047137,0,0.5916741449658187,0
RC0017396,3353.35,card,expired_instrument,0.6443,1423,17,2,1,5,2,2,0,0.8738780992378178,0.23017001575016616,0,0.778326556204762,1
RC0017397,1344.6,netbanking,expired_instrument,0.7883,890,8,0,1,5,3,3,0,1.0,1.0,0,0.5916741449658187,0
RC0017398,5714.96,wallet,temporary_bank_error,0.6533,424,11,1,0,13,0,0,0,1.0,0.0,0,0.669141894960796,1
RC0017399,776.4,card,insufficient_funds,0.7767,1465,8,1,2,5,1,3,0,1.0,0.75773668875478,0,0.5916741449658187,1
RC0017400,9268.2,upi,timeout,0.8663,1414,11,0,4,12,0,1,0,0.9775755681960544,1.0,0,0.669141894960796,1
RC0017401,4636.08,upi,timeout,0.7355,847,7,2,3,3,2,1,0,0.6391094684293069,0.4460180296223487,0,0.55995723371683,1
RC0017402,1330.01,upi,timeout,0.651,438,7,3,0,10,2,3,0,0.5430291087951796,0.21168287709236558,0,0.55995723371683,1
RC0017403,1407.57,upi,insufficient_funds,0.8494,1472,8,4,4,1,3,0,0,0.5436961364341178,0.5701064153534143,0,0.5916741449658187,0
RC0017404,2145.8,upi,authentication_failure,0.0807,264,7,1,0,7,3,3,0,0.9569572258345295,0.5004125286796489,0,0.55995723371683,0
RC0017405,2994.14,upi,insufficient_funds,0.3309,415,9,4,0,4,0,1,0,0.5006629634995575,0.0,0,0.6200458888731157,0
RC0017406,4563.79,card,timeout,0.5527,41,6,1,1,1,3,0,0,0.9688184069319115,0.4305841758246685,0,0.5239995654055677,0
RC0017407,575.96,wallet,authentication_failure,0.4942,303,6,4,2,12,3,2,1,0.22353242908725293,0.41007523646480487,0,0.5239995654055677,0
RC0017408,2610.69,card,authentication_failure,0.8714,349,11,2,1,5,3,2,0,0.7845973765341707,0.4156028955764915,0,0.669141894960796,0
RC0017409,297.82,wallet,timeout,0.4739,604,11,1,4,14,1,0,0,0.9072524367834182,0.89725919707515,0,0.669141894960796,1
RC0017410,1548.18,card,timeout,0.8121,1129,6,1,2,2,0,2,0,0.8578429753004975,0.8930833269030547,0,0.5239995654055677,1
RC0017411,6194.19,card,authentication_failure,0.7856,102,8,2,3,4,0,0,0,0.8287701399932119,0.5941099053203522,0,0.5916741449658187,0
RC0017412,539.46,upi,temporary_bank_error,0.6159,606,5,1,2,12,2,1,0,0.7119366231841147,0.881704841707753,0,0.4824894837218527,0
RC0017413,462.29,upi,insufficient_funds,0.8804,172,15,3,3,10,1,3,0,0.686049857987619,0.5985441558897703,0,0.7466096449557734,0
RC0017414,2171.6,upi,insufficient_funds,0.6431,365,7,2,5,0,1,3,0,0.5593541828861462,0.6167385801710077,0,0.55995723371683,0
RC0017415,5853.86,upi,insufficient_funds,0.878,1176,15,0,0,2,3,0,0,0.8858434672431164,0.2562172416275767,0,0.7466096449557734,0
RC0017416,2373.52,wallet,temporary_bank_error,0.813,374,9,1,2,7,0,1,0,0.8024208224391101,0.5868923876728416,0,0.6200458888731157,1
RC0017417,356.6,upi,timeout,0.5702,778,6,1,3,3,1,2,0,1.0,0.6475042164771325,0,0.5239995654055677,1
RC0017418,430.47,upi,timeout,0.9142,430,12,1,3,3,3,2,1,0.9755026370576864,0.8394808101278469,0,0.6906959960353908,0
RC0017419,1955.94,upi,timeout,0.8184,689,11,1,3,9,3,1,0,0.9939436211987721,0.9461656503647842,0,0.669141894960796,1
RC0017420,660.62,card,authentication_failure,0.7755,1485,4,0,0,11,0,2,0,0.8936986804601769,0.22624340631933199,0,0.43339347763417224,0
RC0017421,2021.76,card,temporary_bank_error,0.6325,1486,13,2,0,11,3,3,0,0.8104994166334016,0.0,0,0.7106519766445112,1
RC0017422,2126.3,netbanking,temporary_bank_error,0.5175,310,12,1,2,14,1,3,0,0.8572233734978857,0.8469941658583312,0,0.6906959960353908,1
RC0017423,1187.08,netbanking,insufficient_funds,0.677,107,5,0,5,8,0,1,0,0.6336979035310076,1.0,0,0.4824894837218527,0
RC0017424,8417.63,upi,temporary_bank_error,0.6351,535,8,2,3,2,0,1,0,0.8779531609452401,0.5552498945597651,0,0.5916741449658187,0
RC0017425,2973.33,card,authentication_failure,0.7559,810,10,1,6,3,2,0,0,0.8419114515273545,0.9670129142872292,0,0.6457112531348923,0
RC0017426,5041.17,upi,expired_instrument,0.6116,791,15,2,5,10,3,0,0,0.9334776013793742,0.784837422145848,0,0.7466096449557734,0
RC0017427,3936.46,card,timeout,0.3059,862,6,2,3,4,2,0,0,0.4164387080108513,0.5923441555373252,0,0.5239995654055677,0
RC0017428,1584.43,card,expired_instrument,0.7598,634,9,1,4,6,3,2,0,1.0,0.6554141191972077,0,0.6200458888731157,0
RC0017429,1525.78,upi,unknown,0.7968,805,10,4,1,14,1,3,0,0.49370290771793,0.22673400195149873,0,0.6457112531348923,0
RC0017430,1397.67,upi,temporary_bank_error,0.6431,1083,13,2,3,2,2,1,0,0.8224362213211334,0.7826475436704237,0,0.7106519766445112,1
RC0017431,3211.45,upi,temporary_bank_error,0.693,1205,11,1,3,4,2,1,0,0.9029697441970703,0.8061041113068681,0,0.669141894960796,1
RC0017432,1035.6,upi,temporary_bank_error,0.8224,1171,8,1,1,7,3,2,0,0.9653018866880103,0.0,0,0.5916741449658187,1
RC0017433,7799.54,netbanking,authentication_failure,0.7278,691,4,1,2,10,1,0,0,0.9387520316309449,0.8953356199118163,0,0.43339347763417224,0
RC0017434,954.85,wallet,temporary_bank_error,0.9696,269,4,0,0,6,3,1,0,0.8264713982871239,0.0,0,0.43339347763417224,1
RC0017435,2159.96,upi,timeout,0.5957,1263,4,0,1,9,0,2,0,0.945287312574122,1.0,0,0.43339347763417224,1
RC0017436,1481.52,upi,timeout,0.8634,315,11,2,2,8,0,0,0,0.7095286120291813,0.26896548416579513,0,0.669141894960796,1
RC0017437,1227.05,card,timeout,0.9268,1271,11,2,4,9,3,3,0,0.8492127979967236,0.8445362189046218,0,0.669141894960796,1
RC0017438,11407.62,upi,expired_instrument,0.5547,392,5,0,1,2,0,0,0,1.0,1.0,1,0.4824894837218527,0
RC0017439,1239.35,card,expired_instrument,0.6067,1272,11,3,3,3,2,0,0,0.8214940746739475,0.5525246921471834,0,0.669141894960796,0
RC0017440,1389.26,card,insufficient_funds,0.7354,955,13,1,1,6,2,3,0,0.9772119228887483,0.6976863648746352,0,0.7106519766445112,1
RC0017441,1023.55,upi,authentication_failure,0.8685,889,10,3,2,8,0,3,0,0.8405663631506467,0.23106023263684783,0,0.6457112531348923,0
RC0017442,1863.9,card,insufficient_funds,0.5532,1463,10,0,4,13,2,0,0,1.0,1.0,0,0.6457112531348923,1
RC0017443,1651.49,netbanking,temporary_bank_error,0.5794,717,9,2,1,7,1,1,0,0.7371396330917293,0.23158012264983138,0,0.6200458888731157,0
RC0017444,695.18,card,expired_instrument,0.802,770,13,1,1,2,1,0,0,0.7959062557440926,0.7379957829190172,0,0.7106519766445112,1
RC0017445,1254.92,card,timeout,0.601,972,9,2,0,7,1,2,0,0.8034920247031657,0.0,0,0.6200458888731157,0
RC0017446,3022.31,upi,timeout,0.3249,862,11,1,0,3,0,0,1,0.9157806715749188,0.2663079318493182,0,0.669141894960796,0
RC0017447,4309.08,netbanking,authentication_failure,0.9121,1301,6,0,1,12,1,1,0,0.7537746056778412,1.0,0,0.5239995654055677,0
RC0017448,1837.1,card,authentication_failure,0.2442,1047,7,1,1,8,2,0,0,0.9706259453934936,0.3569670796484813,0,0.55995723371683,0
RC0017449,1892.56,card,temporary_bank_error,0.7375,583,10,0,2,4,2,2,0,0.8539898727722317,1.0,0,0.6457112531348923,1
RC0017450,1324.38,upi,temporary_bank_error,0.744,859,3,0,1,2,1,3,0,0.3391318574183079,0.4016645011010759,0,0.3733048224778867,0
RC0017451,1174.35,wallet,authentication_failure,0.2811,131,6,0,3,11,2,1,0,0.9433346212670578,0.8335259164007601,0,0.5239995654055677,1
RC0017452,823.78,netbanking,timeout,0.8745,1396,9,0,2,0,3,3,0,1.0,1.0,0,0.6200458888731157,1
RC0017453,479.33,upi,expired_instrument,0.7677,492,10,1,2,12,0,2,0,0.8720910427116308,0.22438017326237705,0,0.6457112531348923,0
RC0017454,990.75,card,temporary_bank_error,0.8537,1159,7,1,3,14,2,0,0,0.9146909327860128,0.8615848480589477,0,0.55995723371683,1
RC0017455,3881.54,card,insufficient_funds,0.5606,819,8,2,0,10,1,1,0,0.8743798098163574,0.0,0,0.5916741449658187,0
RC0017456,1254.87,card,authentication_failure,0.6462,996,12,1,2,5,2,0,0,0.7889393167958255,0.65484134273001,0,0.6906959960353908,1
RC0017457,1341.34,upi,expired_instrument,0.8943,4,16,0,1,3,1,3,0,0.9436331863653045,1.0,0,0.7629347951689582,1
RC0017458,1319.33,card,expired_instrument,0.7386,1464,12,2,3,6,2,3,0,0.7719487385593881,0.6153324510494655,0,0.6906959960353908,1
RC0017459,5185.1,card,timeout,0.8666,57,9,0,6,0,0,1,0,1.0,1.0,0,0.6200458888731157,1
RC0017460,817.64,upi,authentication_failure,0.6531,650,12,1,0,11,0,2,0,0.9564702384025123,0.6159470117127783,0,0.6906959960353908,1
RC0017461,2277.96,card,temporary_bank_error,0.6577,890,13,0,3,9,2,1,0,0.9283776831334076,0.5630430019032475,0,0.7106519766445112,0
RC0017462,1698.24,upi,temporary_bank_error,0.6704,1388,12,1,0,12,2,2,0,0.9466207129219542,0.6830084390830142,0,0.6906959960353908,0
RC0017463,1906.99,upi,expired_instrument,0.9091,887,6,2,2,9,0,3,0,0.7432752526431128,0.13147519933453417,0,0.5239995654055677,0
RC0017464,2215.51,card,unknown,0.8997,61,9,2,2,3,0,1,0,0.7209500847443697,0.5130573379690033,0,0.6200458888731157,0
RC0017465,1889.62,netbanking,temporary_bank_error,0.8311,520,7,4,3,9,1,3,0,0.5156472849417243,0.46830052173272996,0,0.55995723371683,0
RC0017466,3531.97,upi,timeout,0.4652,1216,10,0,1,13,2,0,0,0.8068755873594698,1.0,0,0.6457112531348923,0
RC0017467,1755.79,card,unknown,0.909,1235,8,2,0,6,1,0,0,0.6263409803533853,0.5300486794830382,0,0.5916741449658187,1
RC0017468,7928.84,card,temporary_bank_error,0.6092,1074,10,1,3,1,0,2,0,0.9278184307502331,0.3991207670564546,0,0.6457112531348923,1
RC0017469,1869.36,upi,timeout,0.825,999,12,1,1,9,1,3,0,0.9308747556011632,0.0,0,0.6906959960353908,1
RC0017470,423.09,card,temporary_bank_error,0.4473,615,6,1,1,5,1,2,0,0.7796797270994675,0.6746535985207198,0,0.5239995654055677,0
RC0017471,3096.74,card,unknown,0.6173,891,11,1,1,3,3,1,0,0.8965262865716638,0.368007639722427,0,0.669141894960796,0
RC0017472,2511.97,netbanking,timeout,0.6239,571,12,1,0,6,1,2,0,0.9291433839844626,0.0,0,0.6906959960353908,1
RC0017473,1850.49,netbanking,timeout,0.7948,1222,9,1,1,5,2,3,0,0.7448419420498191,0.4968619356307735,0,0.6200458888731157,0
RC0017474,1443.62,upi,temporary_bank_error,0.6146,95,3,1,1,14,2,3,0,0.5827369952100366,0.03097929240861036,0,0.3733048224778867,0
RC0017475,298.3,upi,timeout,0.7756,461,9,2,5,2,2,2,0,0.521823652410285,0.9123950082240503,0,0.6200458888731157,0
RC0017476,344.03,card,timeout,0.7107,924,6,2,0,7,1,1,0,0.4376318970268307,0.0,0,0.5239995654055677,0
RC0017477,7302.22,card,temporary_bank_error,0.7869,994,9,0,3,4,2,1,0,1.0,1.0,0,0.6200458888731157,1
RC0017478,1094.29,card,expired_instrument,0.8674,411,10,1,3,12,2,3,1,0.8824924395657036,0.773741999153123,0,0.6457112531348923,0
RC0017479,4090.08,netbanking,expired_instrument,0.8222,1274,4,2,2,12,2,0,0,0.726172985985734,0.8055630650987133,0,0.43339347763417224,0
RC0017480,460.8,netbanking,timeout,0.3175,507,10,1,2,12,2,0,0,0.9366686053358633,1.0,0,0.6457112531348923,1
RC0017481,739.31,card,insufficient_funds,0.5511,97,13,2,2,14,3,3,0,0.866173300524986,0.17354126945557102,0,0.7106519766445112,0
RC0017482,3204.74,netbanking,unknown,0.87,934,10,2,2,2,2,3,0,0.8276448871497225,0.5070356203702402,0,0.6457112531348923,1
RC0017483,1649.81,card,timeout,0.5915,218,8,1,3,7,3,2,0,0.946734747535462,0.5283064670992053,0,0.5916741449658187,1
RC0017484,2842.84,wallet,insufficient_funds,0.7892,1016,12,2,2,14,2,0,0,0.893824240282819,0.47275133262659735,0,0.6906959960353908,0
RC0017485,1779.26,upi,unknown,0.891,1298,8,4,3,6,0,1,0,0.3673190759085404,0.5059160213593789,0,0.5916741449658187,1
RC0017486,1508.73,upi,expired_instrument,0.7434,358,14,1,0,2,0,2,0,0.9714506771105194,0.5275676217812594,0,0.7292305501170816,0
RC0017487,1009.8,card,temporary_bank_error,0.5714,129,7,3,1,8,0,0,0,0.4647288198074585,0.4653973392468882,0,0.55995723371683,1
RC0017488,652.39,upi,timeout,0.7681,410,8,4,4,0,0,1,0,0.3088851260482308,0.4862839157728393,0,0.5916741449658187,1
RC0017489,5930.35,netbanking,temporary_bank_error,0.6616,179,13,0,1,8,0,1,0,0.9069554608283673,1.0,0,0.7106519766445112,1
RC0017490,6820.95,netbanking,timeout,0.6514,601,7,2,5,4,1,2,0,0.9872182410892022,0.5545800946569985,0,0.55995723371683,1
RC0017491,744.45,card,insufficient_funds,0.3942,1291,7,2,4,0,1,2,0,0.9371914347711503,0.6720868430062045,0,0.55995723371683,0
RC0017492,704.21,upi,authentication_failure,0.5772,1026,6,1,2,4,3,1,0,0.8912171652547528,0.4476339723241977,0,0.5239995654055677,1
RC0017493,1339.34,card,temporary_bank_error,0.6898,1096,12,2,4,11,0,0,0,0.7823389397638826,0.7364455174472649,0,0.6906959960353908,0
RC0017494,2404.05,wallet,temporary_bank_error,0.7432,1085,5,0,1,0,1,2,0,0.5110392905758938,0.9136811981694591,0,0.4824894837218527,1
RC0017495,1542.25,upi,expired_instrument,0.5327,252,17,2,1,0,1,3,0,0.877482017889176,0.23538687219766763,0,0.778326556204762,1
RC0017496,2752.14,upi,authentication_failure,0.5077,375,10,1,1,6,1,2,0,0.694016570254098,0.506921406330153,0,0.6457112531348923,0
RC0017497,1726.2,netbanking,insufficient_funds,0.5194,351,8,1,5,12,1,2,0,1.0,1.0,0,0.5916741449658187,0
RC0017498,1632.89,card,insufficient_funds,0.7323,1341,7,3,1,8,0,0,0,0.6458084181232799,0.46045152308100956,0,0.55995723371683,0
RC0017499,13997.85,upi,unknown,0.8404,1385,10,1,2,8,2,2,0,0.9720632634760369,0.7760606268156982,1,0.6457112531348923,0
RC0017500,1151.84,card,unknown,0.5286,180,7,2,1,12,0,1,0,0.8093329533354761,0.2905157269070763,0,0.55995723371683,0
RC0017501,7255.37,upi,authentication_failure,0.8099,451,17,1,5,7,0,0,0,0.8811552282736835,1.0,0,0.778326556204762,0
RC0017502,6157.19,netbanking,timeout,0.6652,156,6,0,1,8,3,1,0,0.8356295035519198,0.5845699029897057,0,0.5239995654055677,0
RC0017503,2762.86,card,temporary_bank_error,0.7391,323,8,0,2,6,2,0,0,1.0,1.0,0,0.5916741449658187,0
RC0017504,350.14,card,authentication_failure,0.831,19,6,1,3,1,0,1,0,1.0,0.8386899760857449,0,0.5239995654055677,1
RC0017505,1848.15,upi,insufficient_funds,0.7387,496,15,2,1,2,0,3,0,0.8478384323989753,0.3121307196237614,0,0.7466096449557734,0
RC0017506,1162.18,card,insufficient_funds,0.8495,336,8,2,6,7,3,2,0,0.8173555777251915,0.5725293542931348,0,0.5916741449658187,0
RC0017507,1831.0,wallet,timeout,0.7889,30,7,0,3,14,2,2,0,1.0,0.5779892410352908,0,0.55995723371683,0
RC0017508,729.25,upi,temporary_bank_error,0.5855,1157,10,1,3,4,0,1,0,1.0,0.6606341239815514,0,0.6457112531348923,1
RC0017509,3423.3,card,temporary_bank_error,0.5289,1482,7,2,1,9,0,1,0,0.7572226138173811,0.0,0,0.55995723371683,0
RC0017510,4157.96,upi,temporary_bank_error,0.7875,1326,13,1,5,8,1,3,0,0.8304767015150597,0.8027424289268809,0,0.7106519766445112,0
RC0017511,4866.17,wallet,expired_instrument,0.6857,1250,6,2,3,12,1,3,0,0.9426637597088489,0.7707557936758966,0,0.5239995654055677,0
RC0017512,1300.74,upi,timeout,0.854,145,5,1,4,13,3,3,0,1.0,1.0,0,0.4824894837218527,1
RC0017513,731.45,upi,authentication_failure,0.8385,1055,10,1,4,5,0,0,0,0.9285217809404674,0.7659772186041076,0,0.6457112531348923,1
RC0017514,2427.15,wallet,timeout,0.3912,794,8,0,1,7,1,1,0,1.0,0.9981913556615584,0,0.5916741449658187,1
RC0017515,8008.07,card,insufficient_funds,0.3095,699,11,2,2,2,0,1,0,0.9502462148849474,0.5288189437662152,0,0.669141894960796,1
RC0017516,1909.36,netbanking,timeout,0.761,1088,11,2,5,7,2,2,0,0.8721202417083099,0.5413394864823827,0,0.669141894960796,0
RC0017517,2643.86,wallet,unknown,0.8975,1192,10,0,3,2,0,3,0,0.9316133463134809,1.0,0,0.6457112531348923,0
RC0017518,1474.18,upi,insufficient_funds,0.8359,151,15,2,0,3,3,2,0,0.9362112608252756,0.0,0,0.7466096449557734,1
RC0017519,1173.32,netbanking,temporary_bank_error,0.7119,811,14,0,2,11,3,3,0,0.9997016047414088,1.0,0,0.7292305501170816,0
RC0017520,3149.74,netbanking,temporary_bank_error,0.6054,253,12,1,3,3,0,1,0,0.8821773376557932,1.0,0,0.6906959960353908,1
RC0017521,1644.82,upi,temporary_bank_error,0.6225,1308,9,1,2,0,0,1,0,0.923497765317269,0.6835125824428374,0,0.6200458888731157,1
RC0017522,2536.49,card,authentication_failure,0.8129,1234,5,1,3,9,0,3,0,0.9199524147809199,0.7140730640104506,0,0.4824894837218527,0
RC0017523,2770.89,card,temporary_bank_error,0.6705,398,11,1,1,11,1,2,0,1.0,0.3655947899563431,0,0.669141894960796,1
RC0017524,2418.57,upi,insufficient_funds,0.2204,791,13,0,2,11,2,0,0,0.9550035646034141,1.0,0,0.7106519766445112,0
RC0017525,2892.04,card,unknown,0.3047,1065,7,1,5,0,3,1,0,0.8699635106781118,0.7685986283869993,0,0.55995723371683,1
RC0017526,871.74,upi,authentication_failure,0.6468,385,7,3,0,11,1,2,0,0.8191820685559479,0.0,0,0.55995723371683,0
RC0017527,827.67,netbanking,insufficient_funds,0.4528,1032,10,3,3,9,2,1,0,0.8168263622163628,0.37581068612315044,0,0.6457112531348923,0
RC0017528,1735.96,upi,expired_instrument,0.7441,1136,5,1,4,14,1,2,1,1.0,0.8358786770839277,0,0.4824894837218527,0
RC0017529,1771.82,card,insufficient_funds,0.796,1216,9,2,3,1,3,2,0,0.607752018138894,0.5928543340026873,0,0.6200458888731157,0
RC0017530,1154.67,upi,temporary_bank_error,0.6479,1071,12,1,4,3,3,3,0,0.89109296845371,0.7486409420738015,0,0.6906959960353908,0
RC0017531,2209.21,card,unknown,0.5928,1046,13,0,2,10,2,0,0,0.9520015410099579,1.0,0,0.7106519766445112,1
RC0017532,3895.3,netbanking,insufficient_funds,0.444,772,5,1,0,4,0,3,0,0.8897015205975436,0.0,0,0.4824894837218527,0
RC0017533,4939.04,netbanking,expired_instrument,0.6005,1427,14,1,0,7,3,3,0,0.9035258206062241,0.0,0,0.7292305501170816,0
RC0017534,5978.74,upi,timeout,0.8788,453,13,2,2,3,2,3,0,0.7283991472418798,0.04215908508289418,0,0.7106519766445112,1
RC0017535,588.73,upi,temporary_bank_error,0.8174,1171,11,0,0,14,0,2,0,0.9709912909102894,0.0,0,0.669141894960796,1
RC0017536,669.81,netbanking,unknown,0.4113,271,13,2,2,3,2,1,0,0.8475567557342393,0.5052715856032153,0,0.7106519766445112,0
RC0017537,1407.18,upi,insufficient_funds,0.7829,205,8,1,2,11,2,2,0,0.6587079290307257,0.3339479319826569,0,0.5916741449658187,0
RC0017538,1927.13,netbanking,expired_instrument,0.6554,662,9,0,2,11,3,2,0,1.0,1.0,0,0.6200458888731157,1
RC0017539,1469.81,upi,insufficient_funds,0.7818,1189,13,2,4,1,1,2,0,0.7309331182892099,0.5547941298923355,0,0.7106519766445112,0
RC0017540,1125.29,upi,insufficient_funds,0.7444,195,11,1,3,1,3,2,0,0.8907456057279379,0.5831029200650464,0,0.669141894960796,0
RC0017541,1389.62,card,expired_instrument,0.9355,47,8,1,2,6,1,2,0,0.7169059793991821,0.6900648021203036,0,0.5916741449658187,1
RC0017542,2714.49,card,insufficient_funds,0.7036,1361,11,2,1,12,3,0,0,0.8461554575913426,0.1799300378947669,0,0.669141894960796,0
RC0017543,581.36,card,unknown,0.7833,982,10,3,2,1,1,3,0,0.8973921216686698,0.33006625187852173,0,0.6457112531348923,0
RC0017544,13192.39,card,temporary_bank_error,0.6218,592,9,1,3,5,0,3,0,0.9787043703840782,0.715017107547164,1,0.6200458888731157,0
RC0017545,1832.41,card,temporary_bank_error,0.7473,1192,9,0,0,9,1,1,0,0.8516778811238941,0.0,0,0.6200458888731157,0
RC0017546,4397.37,wallet,authentication_failure,0.637,1452,9,1,1,9,0,3,0,0.6376213130480871,0.9849221844180958,0,0.6200458888731157,0
RC0017547,1099.42,card,insufficient_funds,0.741,313,8,1,6,9,2,3,0,0.7714651004472001,0.6660387474135526,0,0.5916741449658187,0
RC0017548,2932.88,upi,timeout,0.7765,30,8,2,1,4,1,2,0,0.8095888981521248,0.7935918589612392,0,0.5916741449658187,0
RC0017549,1959.84,wallet,timeout,0.693,719,6,1,1,11,0,1,0,0.7044622831513977,0.6717084246449482,0,0.5239995654055677,0
RC0017550,3728.75,upi,temporary_bank_error,0.6488,893,11,0,2,2,1,1,0,0.994056966689282,1.0,0,0.669141894960796,1
RC0017551,1520.34,wallet,unknown,0.8002,465,5,1,1,5,0,0,1,1.0,0.22965477040846777,0,0.4824894837218527,0
RC0017552,6730.27,upi,unknown,0.6685,268,11,1,3,14,3,0,0,0.9276153585075683,1.0,0,0.669141894960796,0
RC0017553,506.38,card,authentication_failure,0.5121,582,12,0,5,10,3,1,0,1.0,0.909518268068162,0,0.6906959960353908,0
RC0017554,4033.98,card,temporary_bank_error,0.7723,679,14,1,4,3,1,2,0,0.9074813764952033,0.7322954903716381,0,0.7292305501170816,1
RC0017555,1991.12,upi,temporary_bank_error,0.6392,448,8,2,2,9,0,1,0,0.7010482792526354,0.5232470595839481,0,0.5916741449658187,0
RC0017556,757.46,upi,expired_instrument,0.8516,1414,10,3,0,13,2,2,0,0.7962654548065581,0.23411939523053002,0,0.6457112531348923,0
RC0017557,9459.72,upi,timeout,0.6769,77,8,1,2,5,1,1,0,0.908460089357083,0.42804295962989386,0,0.5916741449658187,1
RC0017558,8664.03,upi,timeout,0.447,256,8,3,1,7,0,3,0,0.5077389611974215,0.16247522306837164,0,0.5916741449658187,0
RC0017559,308.82,upi,insufficient_funds,0.6423,460,10,4,2,11,3,0,0,0.5734414411654183,0.3397044711737951,0,0.6457112531348923,0
RC0017560,2091.86,upi,unknown,0.7844,197,12,1,1,1,2,1,0,0.8628151418928841,0.6058209237055163,0,0.6906959960353908,1
RC0017561,3279.2,card,expired_instrument,0.9118,511,11,2,3,4,0,3,0,0.9634441652809997,0.5452634812413211,0,0.669141894960796,0
RC0017562,2620.16,upi,temporary_bank_error,0.8337,826,12,1,2,6,3,3,0,0.7331597390837415,0.4524812180254985,0,0.6906959960353908,0
RC0017563,6527.26,netbanking,unknown,0.8839,827,5,1,2,13,0,2,0,1.0,0.5001274406007373,0,0.4824894837218527,1
RC0017564,5469.98,netbanking,expired_instrument,0.7776,724,10,1,0,13,2,0,0,1.0,1.0,0,0.6457112531348923,0
RC0017565,2255.1,wallet,authentication_failure,0.6035,1202,13,1,0,1,1,3,0,0.8822656380652256,0.0,0,0.7106519766445112,0
RC0017566,12469.99,upi,insufficient_funds,0.7892,1362,10,2,0,2,0,2,0,0.8750505344369344,0.3818579633800589,1,0.6457112531348923,0
RC0017567,3991.26,netbanking,timeout,0.3595,1081,3,2,1,7,3,3,0,0.2802879529478484,0.0,0,0.3733048224778867,1
RC0017568,1335.2,upi,expired_instrument,0.9374,1119,8,2,1,14,1,1,0,0.8573400359345781,0.5024573841759342,0,0.5916741449658187,0
RC0017569,1125.57,upi,authentication_failure,0.7835,1090,9,1,0,1,3,1,0,1.0,0.0,0,0.6200458888731157,0
RC0017570,5179.08,upi,authentication_failure,0.7795,624,11,1,0,6,3,2,0,0.9412664680412978,0.0,0,0.669141894960796,0
RC0017571,917.39,card,timeout,0.9112,1478,3,1,2,1,2,2,0,0.07772307392836313,0.3865222364542868,0,0.3733048224778867,0
RC0017572,1270.63,upi,timeout,0.6106,997,10,1,2,11,2,1,0,0.740209546420075,0.5530244379211834,0,0.6457112531348923,0
RC0017573,1468.37,wallet,unknown,0.5707,402,8,0,4,7,2,2,0,0.9853376445201892,1.0,0,0.5916741449658187,0
